report_name,report_agency,date,visits,browser,os_version
Windows version and browser,Department of Agriculture,5/1/24,213,Firefox,7
Windows version and browser,Department of Agriculture,5/1/24,158,Chrome,8.1
Windows version and browser,Department of Agriculture,5/1/24,103,Internet Explorer,10
Windows version and browser,Department of Agriculture,6/23/24,59310,Chrome,10
Windows version and browser,Department of Agriculture,6/23/24,16424,Edge,10
Windows version and browser,Department of Agriculture,6/23/24,3444,Firefox,10
Windows version and browser,Department of Agriculture,6/23/24,510,Opera,10
Windows version and browser,Department of Agriculture,6/23/24,292,Mozilla Compatible Agent,10
Windows version and browser,Department of Agriculture,6/23/24,182,Chrome,8.1
Windows version and browser,Department of Agriculture,6/23/24,165,Firefox,7
Windows version and browser,Department of Agriculture,6/23/24,117,Chrome,7
Windows version and browser,Department of Agriculture,6/22/24,53662,Chrome,10
Windows version and browser,Department of Agriculture,6/22/24,14070,Edge,10
Windows version and browser,Department of Agriculture,6/22/24,3072,Firefox,10
Windows version and browser,Department of Agriculture,6/22/24,409,Opera,10
Windows version and browser,Department of Agriculture,6/22/24,223,Firefox,7
Windows version and browser,Department of Agriculture,6/22/24,172,Chrome,8.1
Windows version and browser,Department of Agriculture,6/22/24,140,Mozilla Compatible Agent,10
Windows version and browser,Department of Agriculture,6/21/24,155157,Chrome,10
Windows version and browser,Department of Agriculture,6/21/24,53659,Edge,10
Windows version and browser,Department of Agriculture,6/21/24,5864,Firefox,10
Windows version and browser,Department of Agriculture,6/21/24,595,Opera,10
Windows version and browser,Department of Agriculture,6/21/24,255,Firefox,7
Windows version and browser,Department of Agriculture,6/21/24,206,Chrome,8.1
Windows version and browser,Department of Agriculture,6/21/24,204,Internet Explorer,8
Windows version and browser,Department of Agriculture,6/21/24,153,Chrome,7
Windows version and browser,Department of Agriculture,6/20/24,158327,Chrome,10
Windows version and browser,Department of Agriculture,6/20/24,63369,Edge,10
Windows version and browser,Department of Agriculture,6/20/24,6548,Firefox,10
Windows version and browser,Department of Agriculture,6/20/24,642,Opera,10
Windows version and browser,Department of Agriculture,6/20/24,257,Firefox,7
Windows version and browser,Department of Agriculture,6/20/24,209,Internet Explorer,8
Windows version and browser,Department of Agriculture,6/20/24,205,Chrome,8.1
Windows version and browser,Department of Agriculture,6/20/24,200,Chrome,7
Windows version and browser,Department of Agriculture,6/19/24,100237,Chrome,10
Windows version and browser,Department of Agriculture,6/19/24,36306,Edge,10
Windows version and browser,Department of Agriculture,6/19/24,5961,Firefox,10
Windows version and browser,Department of Agriculture,6/19/24,647,Opera,10
Windows version and browser,Department of Agriculture,6/19/24,311,Chrome,7
Windows version and browser,Department of Agriculture,6/19/24,272,Firefox,7
Windows version and browser,Department of Agriculture,6/19/24,205,Chrome,8.1
Windows version and browser,Department of Agriculture,6/18/24,158988,Chrome,10
Windows version and browser,Department of Agriculture,6/18/24,67787,Edge,10
Windows version and browser,Department of Agriculture,6/18/24,7002,Firefox,10
Windows version and browser,Department of Agriculture,6/18/24,639,Opera,10
Windows version and browser,Department of Agriculture,6/18/24,279,Chrome,7
Windows version and browser,Department of Agriculture,6/18/24,229,Firefox,7
Windows version and browser,Department of Agriculture,6/18/24,189,Chrome,8.1
Windows version and browser,Department of Agriculture,6/17/24,171986,Chrome,10
Windows version and browser,Department of Agriculture,6/17/24,73780,Edge,10
Windows version and browser,Department of Agriculture,6/17/24,7553,Firefox,10
Windows version and browser,Department of Agriculture,6/17/24,636,Opera,10
Windows version and browser,Department of Agriculture,6/17/24,357,Chrome,7
Windows version and browser,Department of Agriculture,6/17/24,244,Firefox,7
Windows version and browser,Department of Agriculture,6/17/24,195,Chrome,8.1
Windows version and browser,Department of Agriculture,6/16/24,48519,Chrome,10
Windows version and browser,Department of Agriculture,6/16/24,14425,Edge,10
Windows version and browser,Department of Agriculture,6/16/24,3264,Firefox,10
Windows version and browser,Department of Agriculture,6/16/24,462,Opera,10
Windows version and browser,Department of Agriculture,6/16/24,190,Mozilla Compatible Agent,10
Windows version and browser,Department of Agriculture,6/16/24,153,Firefox,7
Windows version and browser,Department of Agriculture,6/16/24,145,Chrome,7
Windows version and browser,Department of Agriculture,6/16/24,112,Chrome,8.1
Windows version and browser,Department of Agriculture,6/15/24,43389,Chrome,10
Windows version and browser,Department of Agriculture,6/15/24,13856,Edge,10
Windows version and browser,Department of Agriculture,6/15/24,3162,Firefox,10
Windows version and browser,Department of Agriculture,6/15/24,441,Opera,10
Windows version and browser,Department of Agriculture,6/15/24,223,Firefox,7
Windows version and browser,Department of Agriculture,6/15/24,142,Mozilla Compatible Agent,10
Windows version and browser,Department of Agriculture,6/15/24,102,Chrome,7
Windows version and browser,Department of Agriculture,6/14/24,125677,Chrome,10
Windows version and browser,Department of Agriculture,6/14/24,53130,Edge,10
Windows version and browser,Department of Agriculture,6/14/24,5939,Firefox,10
Windows version and browser,Department of Agriculture,6/14/24,578,Opera,10
Windows version and browser,Department of Agriculture,6/14/24,260,Chrome,7
Windows version and browser,Department of Agriculture,6/14/24,212,Firefox,7
Windows version and browser,Department of Agriculture,6/14/24,190,Chrome,8.1
Windows version and browser,Department of Agriculture,6/13/24,159727,Chrome,10
Windows version and browser,Department of Agriculture,6/13/24,66322,Edge,10
Windows version and browser,Department of Agriculture,6/13/24,7027,Firefox,10
Windows version and browser,Department of Agriculture,6/13/24,651,Opera,10
Windows version and browser,Department of Agriculture,6/13/24,247,Chrome,7
Windows version and browser,Department of Agriculture,6/13/24,227,Firefox,7
Windows version and browser,Department of Agriculture,6/13/24,185,Chrome,8.1
Windows version and browser,Department of Agriculture,6/12/24,156206,Chrome,10
Windows version and browser,Department of Agriculture,6/12/24,68786,Edge,10
Windows version and browser,Department of Agriculture,6/12/24,7484,Firefox,10
Windows version and browser,Department of Agriculture,6/12/24,681,Opera,10
Windows version and browser,Department of Agriculture,6/12/24,284,Chrome,7
Windows version and browser,Department of Agriculture,6/12/24,278,Firefox,7
Windows version and browser,Department of Agriculture,6/12/24,142,Chrome,8.1
Windows version and browser,Department of Agriculture,6/12/24,141,Internet Explorer,10
Windows version and browser,Department of Agriculture,6/12/24,106,Firefox,8.1
Windows version and browser,Department of Agriculture,6/11/24,159091,Chrome,10
Windows version and browser,Department of Agriculture,6/11/24,67999,Edge,10
Windows version and browser,Department of Agriculture,6/11/24,7334,Firefox,10
Windows version and browser,Department of Agriculture,6/11/24,679,Opera,10
Windows version and browser,Department of Agriculture,6/11/24,279,Chrome,7
Windows version and browser,Department of Agriculture,6/11/24,261,Firefox,7
Windows version and browser,Department of Agriculture,6/11/24,164,Chrome,8.1
Windows version and browser,Department of Agriculture,6/11/24,111,Internet Explorer,10
Windows version and browser,Department of Agriculture,6/10/24,149634,Chrome,10
Windows version and browser,Department of Agriculture,6/10/24,70332,Edge,10
Windows version and browser,Department of Agriculture,6/10/24,7523,Firefox,10
Windows version and browser,Department of Agriculture,6/10/24,684,Opera,10
Windows version and browser,Department of Agriculture,6/10/24,310,Firefox,7
Windows version and browser,Department of Agriculture,6/10/24,268,Chrome,7
Windows version and browser,Department of Agriculture,6/10/24,165,Chrome,8.1
Windows version and browser,Department of Agriculture,6/9/24,49572,Chrome,10
Windows version and browser,Department of Agriculture,6/9/24,15673,Edge,10
Windows version and browser,Department of Agriculture,6/9/24,3699,Firefox,10
Windows version and browser,Department of Agriculture,6/9/24,547,Opera,10
Windows version and browser,Department of Agriculture,6/9/24,182,Chrome,7
Windows version and browser,Department of Agriculture,6/9/24,155,Firefox,7
Windows version and browser,Department of Agriculture,6/9/24,140,Mozilla Compatible Agent,10
Windows version and browser,Department of Agriculture,6/9/24,133,Internet Explorer,8
Windows version and browser,Department of Agriculture,6/8/24,43581,Chrome,10
Windows version and browser,Department of Agriculture,6/8/24,13661,Edge,10
Windows version and browser,Department of Agriculture,6/8/24,3080,Firefox,10
Windows version and browser,Department of Agriculture,6/8/24,495,Opera,10
Windows version and browser,Department of Agriculture,6/8/24,236,Chrome,7
Windows version and browser,Department of Agriculture,6/8/24,138,Firefox,7
Windows version and browser,Department of Agriculture,6/8/24,122,Mozilla Compatible Agent,10
Windows version and browser,Department of Agriculture,6/8/24,121,Chrome,8.1
Windows version and browser,Department of Agriculture,6/7/24,126527,Chrome,10
Windows version and browser,Department of Agriculture,6/7/24,52779,Edge,10
Windows version and browser,Department of Agriculture,6/7/24,5966,Firefox,10
Windows version and browser,Department of Agriculture,6/7/24,629,Opera,10
Windows version and browser,Department of Agriculture,6/7/24,360,Chrome,7
Windows version and browser,Department of Agriculture,6/7/24,236,Firefox,7
Windows version and browser,Department of Agriculture,6/7/24,198,Chrome,8.1
Windows version and browser,Department of Agriculture,6/7/24,104,Internet Explorer,10
Windows version and browser,Department of Agriculture,6/6/24,164087,Chrome,10
Windows version and browser,Department of Agriculture,6/6/24,65770,Edge,10
Windows version and browser,Department of Agriculture,6/6/24,6664,Firefox,10
Windows version and browser,Department of Agriculture,6/6/24,653,Opera,10
Windows version and browser,Department of Agriculture,6/6/24,320,Chrome,7
Windows version and browser,Department of Agriculture,6/6/24,263,Firefox,7
Windows version and browser,Department of Agriculture,6/6/24,144,Chrome,8.1
Windows version and browser,Department of Agriculture,6/5/24,150977,Chrome,10
Windows version and browser,Department of Agriculture,6/5/24,67501,Edge,10
Windows version and browser,Department of Agriculture,6/5/24,7090,Firefox,10
Windows version and browser,Department of Agriculture,6/5/24,678,Opera,10
Windows version and browser,Department of Agriculture,6/5/24,345,Chrome,7
Windows version and browser,Department of Agriculture,6/5/24,216,Firefox,7
Windows version and browser,Department of Agriculture,6/5/24,174,Chrome,8.1
Windows version and browser,Department of Agriculture,6/4/24,156106,Chrome,10
Windows version and browser,Department of Agriculture,6/4/24,69561,Edge,10
Windows version and browser,Department of Agriculture,6/4/24,7275,Firefox,10
Windows version and browser,Department of Agriculture,6/4/24,657,Opera,10
Windows version and browser,Department of Agriculture,6/4/24,281,Chrome,7
Windows version and browser,Department of Agriculture,6/4/24,278,Chrome,8.1
Windows version and browser,Department of Agriculture,6/4/24,227,Firefox,7
Windows version and browser,Department of Agriculture,6/3/24,173248,Chrome,10
Windows version and browser,Department of Agriculture,6/3/24,72964,Edge,10
Windows version and browser,Department of Agriculture,6/3/24,7697,Firefox,10
Windows version and browser,Department of Agriculture,6/3/24,712,Opera,10
Windows version and browser,Department of Agriculture,6/3/24,289,Chrome,7
Windows version and browser,Department of Agriculture,6/3/24,270,Firefox,7
Windows version and browser,Department of Agriculture,6/3/24,143,Chrome,8.1
Windows version and browser,Department of Agriculture,6/3/24,130,Internet Explorer,10
Windows version and browser,Department of Agriculture,6/2/24,49023,Chrome,10
Windows version and browser,Department of Agriculture,6/2/24,15986,Edge,10
Windows version and browser,Department of Agriculture,6/2/24,3721,Firefox,10
Windows version and browser,Department of Agriculture,6/2/24,534,Opera,10
Windows version and browser,Department of Agriculture,6/2/24,273,Chrome,7
Windows version and browser,Department of Agriculture,6/2/24,178,Firefox,7
Windows version and browser,Department of Agriculture,6/2/24,111,Chrome,8.1
Windows version and browser,Department of Agriculture,6/1/24,43458,Chrome,10
Windows version and browser,Department of Agriculture,6/1/24,13741,Edge,10
Windows version and browser,Department of Agriculture,6/1/24,3142,Firefox,10
Windows version and browser,Department of Agriculture,6/1/24,495,Opera,10
Windows version and browser,Department of Agriculture,6/1/24,236,Chrome,7
Windows version and browser,Department of Agriculture,6/1/24,174,Firefox,7
Windows version and browser,Department of Agriculture,6/1/24,112,Chrome,8.1
